"@timestamp","agent.name","event.code","process.name","process.executable","network.protocol","network.transport","source.ip","destination.ip"
"Jun 10, 2025 @ 10:50:41.506","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:41.150","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:40.071","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:39.741","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:38.789","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:38.687","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:50:36.890","DESKTOP-NIU0UCP",5,"backgroundTaskHost.exe","C:\Windows\System32\backgroundTaskHost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:36.740","DESKTOP-NIU0UCP",5,"conhost.exe","C:\Windows\System32\conhost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:36.718","DESKTOP-NIU0UCP",5,"sc.exe","C:\Windows\System32\sc.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:36.716","DESKTOP-NIU0UCP",1,"svchost.exe","C:\Windows\System32\svchost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:36.715","DESKTOP-NIU0UCP",4624,"services.exe","C:\Windows\System32\services.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:36.715","DESKTOP-NIU0UCP",4672,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:50:36.688","DESKTOP-NIU0UCP",1,"backgroundTaskHost.exe","C:\Windows\System32\backgroundTaskHost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:36.682","DESKTOP-NIU0UCP",5,"taskhostw.exe","C:\Windows\System32\taskhostw.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:36.668","DESKTOP-NIU0UCP",1,"conhost.exe","C:\Windows\System32\conhost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:36.649","DESKTOP-NIU0UCP",1,"taskhostw.exe","C:\Windows\System32\taskhostw.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:36.648","DESKTOP-NIU0UCP",1,"sc.exe","C:\Windows\System32\sc.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:29.661","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:29.324","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:28.976","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:28.675","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:50:28.306","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:27.908","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:27.554","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:27.260","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:50:26.094","DESKTOP-NIU0UCP",5,"backgroundTaskHost.exe","C:\Windows\System32\backgroundTaskHost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:25.825","DESKTOP-NIU0UCP",5,"svchost.exe","C:\Windows\System32\svchost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:25.825","DESKTOP-NIU0UCP",5,"mmc.exe","C:\Windows\System32\mmc.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:25.732","DESKTOP-NIU0UCP",7040,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:50:25.669","DESKTOP-NIU0UCP",5,"WmiPrvSE.exe","C:\Windows\System32\wbem\WmiPrvSE.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:25.202","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","23.38.59.250"
"Jun 10, 2025 @ 10:50:25.170","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:50:25.146","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","23.46.9.50"
"Jun 10, 2025 @ 10:50:25.113","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:50:24.793","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:24.506","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:50:24.207","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:23.933","DESKTOP-NIU0UCP",5,"taskhostw.exe","C:\Windows\System32\taskhostw.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:23.860","DESKTOP-NIU0UCP",1,"taskhostw.exe","C:\Windows\System32\taskhostw.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:23.840","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:23.520","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:23.405","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","20.24.249.45"
"Jun 10, 2025 @ 10:50:23.399","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","20.24.249.45"
"Jun 10, 2025 @ 10:50:23.399","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","20.24.249.45"
"Jun 10, 2025 @ 10:50:23.268","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:50:23.170","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:22.845","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:22.628","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","20.189.173.14"
"Jun 10, 2025 @ 10:50:22.534","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:50:22.305","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","150.171.28.10"
"Jun 10, 2025 @ 10:50:22.245","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:50:21.500","DESKTOP-NIU0UCP",1,"backgroundTaskHost.exe","C:\Windows\System32\backgroundTaskHost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:19.580","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:19.263","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:50:18.923","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:18.562","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:18.188","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:17.888","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:50:17.607","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:50:17.243","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:16.908","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:16.569","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:16.215","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:15.896","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:50:15.602","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:15.297","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:15.002","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:14.509","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:14.191","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:14.044","DESKTOP-NIU0UCP",5,"HxTsr.exe","C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22342.0_x64__8wekyb3d8bbwe\HxTsr.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:13.893","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:50:13.600","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:13.283","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:12.970","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:12.682","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:50:12.393","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:12.029","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:10.941","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:10.616","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:50:10.340","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:10.040","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:09.625","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:08.226","DESKTOP-NIU0UCP",5,"svchost.exe","C:\Windows\System32\svchost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:06.669","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:06.422","DESKTOP-NIU0UCP",5,"dmclient.exe","C:\Windows\System32\dmclient.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:06.422","DESKTOP-NIU0UCP",5,"conhost.exe","C:\Windows\System32\conhost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:06.369","DESKTOP-NIU0UCP",1,"conhost.exe","C:\Windows\System32\conhost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:06.360","DESKTOP-NIU0UCP",1,"dmclient.exe","C:\Windows\System32\dmclient.exe","-","-","-","-"
"Jun 10, 2025 @ 10:50:04.852","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:50:04.448","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:04.111","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:03.802","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:03.461","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:03.130","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:02.764","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:02.607","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","20.44.239.154"
"Jun 10, 2025 @ 10:50:02.505","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:50:02.390","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:01.991","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:01.658","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:50:01.360","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:01.044","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:50:00.701","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:50:00.379","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:49:59.534","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:49:59.179","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:49:58.369","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:49:57.997","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:49:57.678","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:49:57.360","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:49:57.005","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:49:56.504","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:49:56.015","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:49:55.721","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:49:55.370","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:49:55.070","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:49:54.673","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:49:54.327","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:49:53.957","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:49:53.635","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:49:53.329","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:49:52.921","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:49:52.575","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:49:52.558","DESKTOP-NIU0UCP",5,"backgroundTaskHost.exe","C:\Windows\System32\backgroundTaskHost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:52.239","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:49:51.857","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:49:49.751","DESKTOP-NIU0UCP","-","-","-",icmp,"ipv6-icmp","fe80::cc2e:bad8:e8ee:4393","ff02::2"
"Jun 10, 2025 @ 10:49:49.254","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:49:48.806","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:49:48.760","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","20.24.249.45"
"Jun 10, 2025 @ 10:49:48.754","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","20.24.249.45"
"Jun 10, 2025 @ 10:49:48.663","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.663","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.661","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.658","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.658","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.658","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.655","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.653","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.627","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","20.24.249.45"
"Jun 10, 2025 @ 10:49:48.525","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:49:48.449","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.449","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.447","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.443","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.425","DESKTOP-NIU0UCP",5382,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.424","DESKTOP-NIU0UCP",5382,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.273","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","40.126.17.134"
"Jun 10, 2025 @ 10:49:48.271","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","40.126.17.134"
"Jun 10, 2025 @ 10:49:48.237","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.237","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.237","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.231","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.231","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.230","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.216","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:49:48.161","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.161","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.161","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.057","DESKTOP-NIU0UCP",1,"svchost.exe","C:\Windows\System32\svchost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.055","DESKTOP-NIU0UCP",4624,"services.exe","C:\Windows\System32\services.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:48.055","DESKTOP-NIU0UCP",4672,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:47.862","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:49:47.472","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:49:47.222","DESKTOP-NIU0UCP",1,"MoUsoCoreWorker.exe","C:\Windows\System32\MoUsoCoreWorker.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:47.166","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:49:47.055","DESKTOP-NIU0UCP",5,"backgroundTaskHost.exe","C:\Windows\System32\backgroundTaskHost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:47.039","DESKTOP-NIU0UCP",5,"MoUsoCoreWorker.exe","C:\Windows\System32\MoUsoCoreWorker.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:47.023","DESKTOP-NIU0UCP",5,"backgroundTaskHost.exe","C:\Windows\System32\backgroundTaskHost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:46.994","DESKTOP-NIU0UCP",5,"backgroundTaskHost.exe","C:\Windows\System32\backgroundTaskHost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:46.806","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","13.107.5.93"
"Jun 10, 2025 @ 10:49:46.792","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","23.9.220.6"
"Jun 10, 2025 @ 10:49:46.771","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:49:46.750","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:49:46.604","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","23.57.14.98"
"Jun 10, 2025 @ 10:49:46.594","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:49:46.446","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:49:46.096","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","23.57.14.98"
"Jun 10, 2025 @ 10:49:46.057","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:49:46.023","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","150.171.27.12"
"Jun 10, 2025 @ 10:49:45.981","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:49:45.923","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","20.24.249.45"
"Jun 10, 2025 @ 10:49:45.876","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:49:45.764","DESKTOP-NIU0UCP",5,"taskhostw.exe","C:\Windows\System32\taskhostw.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:45.702","DESKTOP-NIU0UCP",1,"RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:45.648","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:49:45.610","DESKTOP-NIU0UCP",1,"taskhostw.exe","C:\Windows\System32\taskhostw.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:45.587","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:49:45.587","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:49:45.292","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:49:45.102","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:45.102","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:45.100","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:45.097","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:44.978","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:49:44.896","DESKTOP-NIU0UCP",16,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:44.880","DESKTOP-NIU0UCP",1,"WindowsPackageManagerServer.exe","C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.25.390.0_x64__8wekyb3d8bbwe\WindowsPackageManagerServer.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:44.828","DESKTOP-NIU0UCP",1,"RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:44.784","DESKTOP-NIU0UCP",5,"backgroundTaskHost.exe","C:\Windows\System32\backgroundTaskHost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:49:44.764","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:44.764","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:44.762","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:44.758","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:44.753","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:49:44.753","DESKTOP-NIU0UCP",5379,"-","-","-","-","-","-"
