"@timestamp","agent.name","event.code","process.name","process.executable","network.protocol","network.transport","source.ip","destination.ip"
"Jun 10, 2025 @ 10:54:59.997","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:59.714","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:59.426","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:59.080","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:58.728","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:58.424","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:58.136","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:57.856","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:57.574","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:57.283","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:56.993","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:56.706","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:56.425","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:54:56.146","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:55.856","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:55.533","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:55.222","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:54.937","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:54.643","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:54.604","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:54:54.285","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:53.967","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:51.307","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:54:50.879","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:54:50.532","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:50.197","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:49.915","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:49.483","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:49.149","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:48.847","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:47.987","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:47.686","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:47.398","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:47.118","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:54:46.829","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:54:46.507","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:46.498","DESKTOP-NIU0UCP",5,"svchost.exe","C:\Windows\System32\svchost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:54:46.206","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:45.925","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:54:45.640","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:54:45.356","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:54:45.071","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:44.780","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:44.047","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:43.702","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:43.340","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:42.987","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:42.626","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:42.315","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:54:42.028","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:54:41.692","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:41.320","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:40.987","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:54:40.716","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:40.431","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:40.100","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:39.791","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:39.500","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:39.057","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:38.749","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:38.440","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:10.294","DESKTOP-NIU0UCP","-","-","-",icmp,"ipv6-icmp","fe80::cc2e:bad8:e8ee:4393","ff02::2"
"Jun 10, 2025 @ 10:54:07.042","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:06.750","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:06.468","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:06.178","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:54:05.804","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:05.200","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:54:05.118","DESKTOP-NIU0UCP",5,"RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe","-","-","-","-"
"Jun 10, 2025 @ 10:54:05.118","DESKTOP-NIU0UCP",5,"RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe","-","-","-","-"
"Jun 10, 2025 @ 10:54:02.707","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:54:02.413","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:54:02.109","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:54:00.573","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","23.212.55.66"
"Jun 10, 2025 @ 10:54:00.234","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.230","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.228","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.220","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.218","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.216","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.214","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.210","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.208","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.205","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.203","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.202","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.199","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.195","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.193","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.191","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.189","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.185","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.183","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.179","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.172","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.170","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.168","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.166","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.164","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.160","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.157","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.155","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.153","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.151","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.149","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.144","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.142","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.140","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.138","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.136","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.133","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.125","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.121","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.118","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.114","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.110","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.108","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.103","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.100","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.098","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.095","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.093","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.090","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.085","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.083","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.080","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.077","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.075","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.073","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.062","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.060","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.056","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.054","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.052","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.049","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.044","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.042","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.040","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.037","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.035","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.032","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.028","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.025","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.023","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.021","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.018","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.011","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.006","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.003","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:54:00.001","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.999","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.997","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.994","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.990","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.988","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.986","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.983","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.981","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.979","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.974","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.972","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.965","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.963","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.961","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.959","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.954","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.952","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.950","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.948","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.946","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.943","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.939","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.936","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.934","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.932","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.930","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.927","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.920","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.913","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.910","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.907","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.904","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.900","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.893","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.890","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.888","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.886","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.883","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.880","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.876","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.874","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.872","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.869","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.867","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.864","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.854","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.852","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.849","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.847","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.845","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.842","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.837","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.835","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.832","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.830","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.828","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.825","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.820","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.817","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.815","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.812","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.809","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.806","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.796","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.794","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.791","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.789","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.787","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.784","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.779","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
"Jun 10, 2025 @ 10:53:59.777","DESKTOP-NIU0UCP",4625,"-","-","-","-","192.168.4.101","-"
